name,x1,x2,y1,y2,classname
4949.png,118,274,174,308,mask_colorful
4799.png,85,71,347,397,face_with_mask
4799.png,142,198,349,364,mask_colorful
3122.png,297,65,360,149,face_with_mask
3122.png,425,101,466,171,face_with_mask
3122.png,82,98,152,178,face_with_mask
3122.png,133,136,152,179,mask_surgical
3122.png,298,104,336,147,mask_surgical
3122.png,444,133,465,171,mask_surgical
2494.png,358,57,543,328,face_with_mask
2494.png,654,279,852,518,face_with_mask
2494.png,21,207,134,335,face_with_mask
2494.png,374,196,532,329,mask_surgical
2494.png,675,347,828,478,mask_surgical
2494.png,40,264,121,330,mask_surgical
2494.png,359,59,543,194,hair_net
2494.png,668,305,840,358,hair_net
2494.png,20,231,133,336,face_shield
2494.png,359,150,535,330,face_shield
2494.png,649,232,855,520,face_shield
4833.png,508,105,680,322,face_with_mask
4833.png,518,229,647,287,eyeglasses
4833.png,517,244,654,322,mask_surgical
4261.png,134,13,431,376,face_with_mask
4261.png,143,166,419,375,mask_colorful
2892.png,57,2,649,546,face_with_mask
2892.png,70,139,647,543,mask_colorful
5302.jpg,3,0,421,415,face_no_mask
2080.jpg,269,37,452,254,face_with_mask
2080.jpg,286,115,430,236,mask_surgical
2080.jpg,278,64,444,152,goggles
2080.jpg,304,84,425,138,eyeglasses
3037.png,906,210,1039,359,face_with_mask
3037.png,802,251,870,340,face_with_mask
3037.png,530,222,618,335,face_with_mask
3037.png,330,93,433,228,face_no_mask
3037.png,556,300,598,332,mask_surgical
3037.png,812,300,853,335,mask_surgical
3037.png,765,280,795,304,mask_surgical
3037.png,943,311,1012,363,mask_surgical
3037.png,756,251,797,309,face_with_mask
3037.png,529,223,604,291,hat
3037.png,907,212,1042,290,hat
3037.png,755,251,798,286,hat
3037.png,805,293,840,314,eyeglasses
3037.png,769,273,795,283,eyeglasses
3037.png,953,293,1025,319,eyeglasses
3037.png,97,268,148,318,mask_surgical
3037.png,87,204,162,314,face_with_mask
1967.jpg,539,74,631,177,face_no_mask
1967.jpg,267,59,394,200,face_with_mask
1967.jpg,274,106,344,184,mask_surgical
1967.jpg,271,3,409,80,hat
1967.jpg,541,115,596,141,sunglasses
6006.jpg,11,172,209,369,face_no_mask
6006.jpg,298,124,426,285,face_no_mask
6006.jpg,571,140,697,289,face_no_mask
6006.jpg,463,207,553,292,face_other_covering
6006.jpg,467,208,552,306,hijab_niqab
5286.jpg,254,269,535,562,scarf_bandana
5286.jpg,179,5,585,579,face_other_covering
2020.jpg,597,79,686,193,face_with_mask
2020.jpg,515,106,586,187,face_with_mask
2020.jpg,346,126,397,183,face_with_mask
2020.jpg,277,129,334,196,face_with_mask
2020.jpg,609,125,679,186,mask_colorful
2020.jpg,106,115,155,174,mask_colorful
2020.jpg,75,76,162,180,face_with_mask
2020.jpg,526,138,583,181,mask_surgical
2020.jpg,351,147,390,176,mask_surgical
2020.jpg,288,154,325,188,mask_surgical
3841.png,293,55,500,336,face_with_mask
3841.png,316,205,485,327,mask_surgical
3841.png,309,224,469,271,eyeglasses
3841.png,1,3,93,152,face_no_mask
3841.png,605,6,648,64,face_no_mask
3841.png,425,5,482,64,face_no_mask
3841.png,616,31,700,363,face_no_mask
2226.png,286,8,373,115,face_with_mask
2226.png,285,53,365,108,mask_colorful
3111.png,69,5,579,600,face_with_mask
3111.png,163,291,579,600,mask_colorful
3111.png,613,289,663,347,face_no_mask
4034.png,142,7,408,349,face_other_covering
4034.png,170,113,357,185,eyeglasses
4034.png,152,161,394,349,scarf_bandana
3859.png,281,41,492,318,face_with_mask
3859.png,827,38,1027,248,face_with_mask
3859.png,279,39,489,174,turban
3859.png,352,214,466,313,mask_surgical
3859.png,379,197,492,246,eyeglasses
3859.png,865,169,937,238,mask_colorful
3859.png,790,86,971,276,face_shield
3859.png,841,37,1040,209,hair_net
2924.png,263,6,358,124,face_other_covering
2924.png,246,10,356,135,hijab_niqab
2924.png,283,44,351,78,sunglasses
4213.png,550,170,664,249,sunglasses
4213.png,202,3,356,121,face_other_covering
4213.png,196,3,366,165,hijab_niqab
4213.png,520,68,686,290,face_with_mask
4213.png,518,64,691,284,face_with_mask
4213.png,521,185,648,291,mask_colorful
4213.png,203,0,335,122,face_other_covering
2597.png,212,10,542,405,face_with_mask
2597.png,291,207,512,402,mask_colorful
4980.png,176,69,522,506,face_with_mask
4980.png,226,317,507,502,mask_colorful
4216.png,95,169,241,279,mask_surgical
4216.png,240,177,384,298,mask_surgical
4216.png,72,0,246,149,turban
4216.png,247,41,419,149,turban
4216.png,68,0,240,281,face_with_mask
4216.png,68,3,240,278,face_with_mask
4216.png,241,39,422,300,face_with_mask
4216.png,242,35,417,299,face_with_mask
2042.jpg,214,70,614,526,face_with_mask
2042.jpg,318,226,596,505,mask_colorful
2596.png,315,47,433,194,face_with_mask
2596.png,317,119,401,192,mask_surgical
3423.png,298,148,373,218,face_with_mask
3423.png,299,169,363,212,mask_colorful
4376.png,111,51,399,444,face_with_mask
4376.png,115,238,351,440,mask_colorful
4661.png,228,67,305,169,face_with_mask
4661.png,249,106,304,162,mask_surgical
5203.jpg,2405,895,3658,2312,face_other_covering
5203.jpg,2428,1411,3491,1908,sunglasses
2456.png,78,5,312,327,face_other_covering
2456.png,95,124,277,395,scarf_bandana
2456.png,70,6,316,390,hood
3519.png,24,91,216,327,face_other_covering
3519.png,209,72,365,309,face_other_covering
3519.png,21,143,203,269,goggles
3519.png,211,157,360,255,goggles
3519.png,212,76,367,193,helmet
3519.png,62,88,214,199,hat
4060.png,260,24,444,226,face_other_covering
4060.png,261,26,440,222,helmet
4060.png,60,74,220,268,face_no_mask
4060.png,664,265,702,302,eyeglasses
4060.png,665,184,733,366,face_other_covering
4990.jpg,180,0,329,166,face_other_covering
4990.jpg,183,2,326,132,helmet
4990.jpg,186,21,326,83,goggles
4560.png,331,48,515,293,face_with_mask
4560.png,341,181,496,292,mask_colorful
4560.png,337,149,492,201,sunglasses
5757.jpg,511,277,813,646,face_no_mask
5757.jpg,787,232,1030,569,face_no_mask
5757.jpg,1017,238,1185,534,face_no_mask
5757.jpg,1319,234,1561,541,face_no_mask
5757.jpg,1500,420,1738,769,face_no_mask
3875.png,96,70,341,400,face_with_mask
3875.png,1,2,164,285,face_with_mask_incorrect
3875.png,0,217,88,285,mask_colorful
3875.png,121,246,309,396,mask_surgical
3875.png,96,21,340,270,hat
3342.png,78,5,528,606,face_with_mask
3342.png,156,334,501,608,mask_colorful
3342.png,97,0,639,278,hat
5415.jpg,730,79,838,240,face_shield
5415.jpg,200,72,287,229,face_shield
5415.jpg,755,19,893,199,face_other_covering
5415.jpg,174,56,282,210,face_other_covering
5415.jpg,764,132,801,159,eyeglasses
3046.png,258,6,837,588,face_with_mask
3046.png,335,223,805,586,mask_colorful
2277.png,491,43,641,241,face_with_mask
2277.png,496,153,607,233,mask_surgical
2277.png,358,68,435,154,face_no_mask
2277.png,271,83,323,142,face_no_mask
2277.png,46,85,70,113,face_no_mask
3623.png,285,36,396,169,face_other_covering
3623.png,786,58,900,219,face_other_covering
3623.png,243,38,391,186,hijab_niqab
3623.png,784,60,964,248,hijab_niqab
3623.png,511,101,616,247,face_other_covering
3623.png,505,101,618,264,hijab_niqab
3623.png,63,55,264,226,hijab_niqab
3623.png,131,51,260,214,face_other_covering
2656.png,88,6,646,567,face_with_mask
2656.png,131,272,578,569,mask_colorful
2656.png,88,6,647,174,hat
4860.png,327,35,408,127,face_with_mask
4860.png,331,68,396,123,mask_surgical
2395.png,385,101,434,167,face_with_mask
2395.png,209,128,242,170,face_with_mask
2395.png,398,135,433,167,mask_surgical
2395.png,214,154,240,168,mask_colorful
2395.png,211,144,242,152,eyeglasses
6184.jpg,497,2,848,267,face_no_mask
4162.png,115,107,408,546,face_with_mask
4162.png,141,303,381,542,mask_colorful
3551.png,456,87,539,192,face_with_mask
3551.png,210,69,318,212,face_with_mask_incorrect
3551.png,474,148,533,191,mask_surgical
3551.png,256,144,309,203,mask_surgical
3018.png,95,112,225,290,face_with_mask
3018.png,265,125,328,216,face_with_mask
3018.png,364,139,429,225,face_with_mask
3018.png,108,196,215,290,mask_surgical
3018.png,273,165,323,212,mask_surgical
3018.png,369,177,420,224,mask_surgical
4705.png,284,111,471,360,face_with_mask
4705.png,710,263,869,438,face_with_mask
4705.png,716,309,855,351,eyeglasses
4705.png,301,238,453,351,mask_surgical
4705.png,717,327,862,440,mask_surgical
2421.png,249,122,398,353,face_with_mask
2421.png,256,238,397,348,mask_surgical
2421.png,534,81,624,211,face_no_mask
2421.png,163,74,243,171,face_with_mask
2421.png,409,93,485,187,face_with_mask
2421.png,12,68,125,191,face_no_mask
2421.png,428,142,488,187,mask_surgical
2421.png,183,124,243,168,mask_surgical
2574.png,96,8,615,561,face_with_mask
2574.png,194,275,538,559,mask_colorful
2574.png,92,3,617,279,hat
2155.png,147,11,280,178,face_with_mask
2155.png,151,97,260,174,mask_surgical
2155.png,494,72,517,107,face_no_mask
2171.png,6,176,284,552,face_with_mask
2171.png,443,10,711,419,face_with_mask
2171.png,450,4,711,164,hat
2171.png,7,421,279,552,mask_colorful
2171.png,451,232,710,415,mask_colorful
2171.png,452,173,708,257,eyeglasses
2219.png,310,32,423,177,face_with_mask
2219.png,314,110,366,165,mask_surgical
2219.png,313,75,395,172,face_shield
2219.png,311,35,423,92,hair_net
3924.png,285,1,626,442,face_other_covering
3924.png,290,12,625,432,helmet
5486.jpg,158,7,465,359,face_other_covering
5486.jpg,197,154,448,350,scarf_bandana
4236.png,332,2,453,190,face_with_mask
4236.png,338,111,446,187,mask_colorful
2246.png,303,49,455,227,face_no_mask
5942.jpg,192,115,371,328,face_no_mask
5942.jpg,644,208,817,447,face_no_mask
5942.jpg,954,22,1189,317,face_no_mask
2432.png,108,203,247,333,face_with_mask
2432.png,151,259,230,328,mask_surgical
2432.png,108,203,251,263,hat
2214.png,339,37,659,476,face_with_mask
2214.png,91,192,314,497,face_with_mask
2214.png,111,373,308,500,mask_surgical
2214.png,359,301,589,470,mask_surgical
3864.png,184,137,313,321,face_with_mask
3864.png,375,351,425,417,face_with_mask
3864.png,225,239,305,318,mask_surgical
3864.png,375,390,414,415,mask_surgical
4326.png,173,48,381,311,face_with_mask
4326.png,649,81,917,360,face_with_mask
4326.png,703,220,873,354,mask_surgical
4326.png,222,178,355,303,mask_surgical
4326.png,263,157,376,220,eyeglasses
4326.png,691,107,909,233,hat
4326.png,117,12,408,366,hood
4326.png,624,1,924,365,hood
2089.jpg,123,37,213,169,face_other_covering
2089.jpg,69,30,247,184,hijab_niqab
3866.png,258,256,303,314,face_with_mask
3866.png,264,285,298,310,mask_surgical
3866.png,259,259,301,285,hat
4032.png,353,158,550,434,face_with_mask
4032.png,22,2,335,412,face_with_mask
4032.png,63,241,313,410,mask_colorful
4032.png,367,305,541,432,mask_colorful
5726.jpg,371,3,599,272,hijab_niqab
5726.jpg,363,0,600,278,face_other_covering
5740.jpg,355,88,411,146,face_with_mask_incorrect
5740.jpg,362,124,391,161,mask_surgical
5740.jpg,215,108,262,148,mask_surgical
5740.jpg,208,65,275,151,hijab_niqab
5740.jpg,207,64,276,152,face_with_mask
1958.jpg,249,76,636,571,face_other_covering
1958.jpg,268,156,671,570,gas_mask
1958.jpg,142,1,645,505,hood
4487.png,143,7,427,385,face_with_mask
4487.png,146,209,362,383,mask_colorful
6159.jpg,369,20,561,240,face_no_mask
5323.jpg,525,254,603,343,mask_surgical
5323.jpg,528,214,662,337,face_with_mask
5323.jpg,460,56,712,219,hat
5509.jpg,408,8,482,106,face_other_covering
5509.jpg,419,39,476,61,eyeglasses
5675.jpg,361,46,650,407,face_no_mask
5414.jpg,195,303,549,813,face_other_covering
5414.jpg,120,410,585,922,face_shield
2364.png,164,3,630,628,face_other_covering
2364.png,169,5,626,626,balaclava_ski_mask
2364.png,191,239,610,338,eyeglasses
6116.jpg,650,235,783,413,face_no_mask
6116.jpg,886,278,1025,432,face_no_mask
6116.jpg,410,296,530,450,face_no_mask
6116.jpg,149,244,288,416,face_no_mask
6116.jpg,1150,262,1283,426,face_no_mask
6116.jpg,1286,0,1416,101,face_no_mask
6053.jpg,137,21,331,247,face_no_mask
6053.jpg,356,216,494,266,eyeglasses
6053.jpg,311,113,522,347,face_other_covering
4331.png,279,48,419,228,face_with_mask
4331.png,316,150,400,225,mask_surgical
4331.png,201,38,415,283,hijab_niqab
2792.png,339,268,400,337,face_with_mask
2792.png,343,304,372,335,mask_surgical
3663.png,58,53,270,346,face_with_mask
3663.png,132,179,264,223,eyeglasses
3663.png,107,211,262,343,mask_surgical
3972.png,438,198,510,296,face_with_mask
3972.png,257,329,337,397,face_with_mask
3972.png,271,370,334,394,mask_colorful
3972.png,445,264,504,294,mask_colorful
3972.png,446,247,503,270,eyeglasses
4954.png,258,204,371,347,face_with_mask
4954.png,259,250,355,343,mask_surgical
4954.png,268,241,368,307,eyeglasses
3820.png,112,192,269,326,face_with_mask
3820.png,227,241,264,318,mask_surgical
3820.png,555,248,633,332,face_with_mask
3820.png,561,294,613,321,mask_surgical
3820.png,554,246,636,305,hat
5339.jpg,341,127,414,207,face_other_covering
5339.jpg,213,85,268,155,face_no_mask
5339.jpg,315,80,436,209,face_shield
3935.png,285,17,371,150,face_with_mask
3935.png,307,100,364,147,mask_colorful
4494.png,150,138,514,622,face_with_mask
4494.png,177,385,490,609,mask_colorful
4856.png,611,34,712,188,face_with_mask
4856.png,478,27,551,140,face_with_mask
4856.png,237,86,304,173,face_with_mask
4856.png,107,100,192,206,face_with_mask
4856.png,189,61,246,136,face_no_mask
4856.png,621,77,694,134,eyeglasses
4856.png,143,145,189,196,mask_colorful
4856.png,252,126,300,169,mask_colorful
4856.png,481,83,542,132,mask_colorful
4856.png,624,124,696,179,mask_colorful
5144.jpg,186,43,497,481,face_with_mask
5144.jpg,208,269,464,479,mask_colorful
5144.jpg,195,214,458,311,sunglasses
3000.png,373,3,617,339,face_with_mask
3000.png,392,217,560,340,mask_surgical
3000.png,378,159,565,221,eyeglasses
3000.png,347,221,418,330,face_no_mask
4667.png,98,16,348,309,face_other_covering
4667.png,70,16,354,171,hat
3416.png,416,5,619,161,face_with_mask
3416.png,265,98,391,232,face_with_mask
3416.png,697,58,836,231,face_other_covering
3416.png,704,122,809,163,eyeglasses
3416.png,418,6,568,51,eyeglasses
3416.png,307,161,388,223,mask_surgical
3416.png,418,35,570,159,mask_surgical
5034.jpg,424,83,466,131,face_with_mask
5034.jpg,501,124,537,172,face_with_mask
5034.jpg,430,106,462,130,mask_surgical
5034.jpg,505,148,534,169,mask_surgical
5034.jpg,503,140,535,153,sunglasses
2531.png,371,116,461,227,face_with_mask
2531.png,369,171,461,227,mask_colorful
5306.jpg,424,170,640,431,face_no_mask
5306.jpg,203,135,415,397,face_no_mask
2581.png,269,51,394,211,face_with_mask
2581.png,283,113,387,144,eyeglasses
2581.png,283,133,384,209,mask_surgical
4276.png,152,73,309,262,face_with_mask
4276.png,494,108,603,254,face_with_mask
4276.png,265,167,308,263,mask_surgical
4276.png,550,185,600,247,mask_surgical
2441.png,145,237,229,321,face_with_mask
2441.png,160,280,221,321,mask_colorful
2441.png,143,236,231,307,hat
2478.png,235,60,473,375,face_with_mask
2478.png,246,201,445,374,mask_colorful
4632.png,50,7,390,394,face_with_mask
4632.png,53,99,350,398,mask_colorful
1901.jpg,1485,801,1673,1056,face_with_mask
1901.jpg,913,132,1142,397,face_with_mask
1901.jpg,377,137,614,392,face_with_mask
1901.jpg,923,213,1123,364,mask_colorful
1901.jpg,394,226,591,375,mask_colorful
1901.jpg,1503,911,1649,1036,mask_colorful
1901.jpg,908,43,1167,230,hat
1901.jpg,271,37,688,425,hood
1901.jpg,1404,703,1789,1106,hood
3665.png,129,60,457,428,face_with_mask
3665.png,131,244,349,424,mask_colorful
6138.jpg,1003,321,1180,394,eyeglasses
6138.jpg,872,177,1160,552,face_other_covering
4035.png,124,0,467,358,face_with_mask
4035.png,171,152,426,350,mask_colorful
5081.jpg,172,24,257,123,face_with_mask
5081.jpg,517,41,595,126,face_with_mask
5081.jpg,347,232,403,301,face_with_mask
5081.jpg,201,76,253,122,mask_colorful
5081.jpg,351,273,400,298,mask_colorful
5081.jpg,547,74,594,117,mask_colorful
3934.png,683,87,754,170,face_with_mask
3934.png,495,77,560,166,face_with_mask
3934.png,592,103,653,182,face_with_mask
3934.png,690,128,743,159,mask_colorful
3934.png,499,125,554,159,mask_colorful
3934.png,597,146,648,177,mask_surgical
3934.png,497,82,558,120,hat
3934.png,665,88,772,161,hat
3934.png,697,119,737,137,eyeglasses
3934.png,298,115,330,149,mask_colorful
3934.png,370,84,430,155,face_with_mask
3934.png,28,50,75,112,face_with_mask
3934.png,293,78,360,150,face_with_mask
3934.png,147,105,200,164,face_no_mask
3934.png,373,121,422,130,eyeglasses
3934.png,29,77,55,89,eyeglasses
3934.png,373,124,422,150,mask_surgical
3934.png,33,88,67,107,mask_surgical
3934.png,370,85,430,116,hat
3934.png,856,245,917,334,face_other_covering
3934.png,912,271,966,349,face_other_covering
3934.png,952,179,1033,261,face_other_covering
3934.png,924,180,1033,248,hat
3934.png,855,244,917,287,hat
3934.png,916,271,967,324,hat
2900.png,359,5,579,247,face_with_mask
2900.png,365,101,555,247,mask_colorful
5824.jpg,613,82,773,346,face_no_mask
5526.jpg,295,35,377,96,hat
5526.jpg,291,31,382,151,face_other_covering
5979.jpg,374,155,555,376,face_no_mask
5979.jpg,184,28,337,248,face_no_mask
2446.png,111,129,373,470,face_other_covering
2446.png,382,152,655,519,face_other_covering
2446.png,122,129,375,258,helmet
2446.png,380,150,657,298,helmet
2446.png,107,262,374,367,goggles
2446.png,385,273,652,396,goggles
5678.jpg,309,32,665,419,face_no_mask
3129.png,133,71,435,467,face_with_mask
3129.png,131,75,431,261,hat
3129.png,188,297,416,462,mask_colorful
4243.png,604,123,672,223,face_with_mask
4243.png,158,77,285,256,face_with_mask
4243.png,743,22,867,188,face_no_mask
4243.png,166,188,277,256,mask_surgical
4243.png,165,156,279,191,sunglasses
4243.png,597,174,674,226,mask_colorful
4243.png,561,117,714,227,hat
4243.png,19,2,106,112,face_with_mask
4243.png,1094,235,1133,337,face_other_covering
4243.png,3,2,135,79,hat
4243.png,1062,232,1128,314,hat
4243.png,21,71,62,116,mask_surgical
3827.png,271,154,609,550,face_with_mask
3827.png,283,288,573,408,sunglasses
3827.png,286,352,591,545,mask_colorful
3133.png,72,62,216,242,face_with_mask
3133.png,123,177,196,238,mask_surgical
2272.png,216,84,592,525,face_other_covering
2272.png,218,4,590,260,hat
2272.png,290,128,593,337,sunglasses
5014.jpg,52,2,292,236,face_with_mask
5014.jpg,110,91,288,230,mask_surgical
4346.png,49,13,476,600,face_with_mask
4346.png,59,287,434,598,mask_colorful
5995.jpg,408,63,507,120,helmet
5995.jpg,444,116,494,135,sunglasses
5995.jpg,413,65,495,171,face_other_covering
6176.jpg,543,172,693,348,face_no_mask
6176.jpg,311,117,482,339,face_other_covering
6176.jpg,188,29,493,380,turban
5388.jpg,181,6,781,553,face_other_covering
5388.jpg,326,165,655,244,sunglasses
5388.jpg,183,7,776,552,helmet
5385.jpg,414,80,528,239,face_other_covering
5385.jpg,463,127,538,175,eyeglasses
5385.jpg,426,149,519,237,scarf_bandana
1851.jpg,690,228,863,428,face_with_mask
1851.jpg,387,48,583,314,face_other_covering
1851.jpg,693,312,834,435,mask_surgical
1851.jpg,394,214,524,271,eyeglasses
1851.jpg,686,176,892,348,hat
1851.jpg,255,180,346,303,face_no_mask
3181.png,356,85,465,234,face_with_mask
3181.png,4,137,83,276,face_no_mask
3181.png,585,163,698,333,face_no_mask
3181.png,241,61,332,182,face_no_mask
3181.png,170,165,279,301,face_other_covering
3181.png,497,23,594,159,face_other_covering
3181.png,184,217,277,252,sunglasses
3181.png,372,168,456,229,mask_surgical
3181.png,506,25,582,78,hat
3181.png,366,148,455,185,eyeglasses
3181.png,174,167,266,228,hat
3181.png,686,162,772,279,face_other_covering
3181.png,52,28,129,113,face_other_covering
3181.png,0,48,68,145,face_other_covering
3181.png,422,5,493,91,face_other_covering
3181.png,671,32,754,147,face_no_mask
3181.png,735,21,799,126,face_no_mask
3181.png,248,1,313,59,face_no_mask
3181.png,689,227,765,267,eyeglasses
3181.png,56,56,118,87,eyeglasses
3181.png,0,98,67,134,eyeglasses
3181.png,0,47,45,87,hat
3181.png,425,4,483,40,hat
3811.png,239,165,294,236,face_with_mask
3811.png,327,132,364,184,face_with_mask
3811.png,429,115,467,171,face_with_mask
3811.png,158,142,200,191,face_with_mask
3811.png,60,152,106,210,face_with_mask
3811.png,81,183,100,203,mask_colorful
3811.png,168,168,198,186,mask_colorful
3811.png,241,204,270,230,mask_colorful
3811.png,331,159,355,181,mask_colorful
3811.png,429,139,456,168,mask_colorful
3811.png,239,194,270,208,eyeglasses
3811.png,431,133,458,144,eyeglasses
3811.png,62,152,106,180,hat
3811.png,160,144,197,163,hat
3811.png,439,251,464,270,mask_colorful
3811.png,6,193,13,220,mask_colorful
3811.png,347,267,371,301,mask_colorful
3811.png,409,334,415,358,mask_colorful
3811.png,0,171,17,222,face_with_mask
3811.png,347,212,423,304,face_with_mask
3811.png,438,217,466,274,face_with_mask
3811.png,431,212,468,273,face_with_mask
3811.png,406,277,471,364,face_with_mask
3811.png,429,249,460,272,mask_surgical
5903.jpg,394,57,524,226,face_no_mask
6021.jpg,205,93,300,215,face_no_mask
6021.jpg,311,135,391,238,face_no_mask
3992.png,187,35,572,541,face_with_mask
3992.png,199,329,572,536,mask_colorful
2221.png,284,262,362,368,face_with_mask
2221.png,286,288,360,366,mask_surgical
6392.jpg,525,232,634,326,mask_surgical
6392.jpg,329,219,448,284,mask_surgical
6392.jpg,0,188,49,294,mask_surgical
6392.jpg,260,222,313,253,mask_surgical
6392.jpg,284,41,466,285,face_with_mask_incorrect
6392.jpg,519,205,632,244,eyeglasses
6392.jpg,42,232,94,302,face_no_mask
6392.jpg,0,100,55,293,face_with_mask
6392.jpg,241,147,316,253,face_with_mask
6392.jpg,506,130,634,329,face_with_mask
3568.png,430,5,646,242,face_other_covering
3568.png,431,6,647,231,helmet
4559.png,163,8,658,428,face_with_mask
4559.png,159,126,636,423,mask_colorful
6297.jpg,71,75,138,170,face_no_mask
6297.jpg,467,131,528,201,face_no_mask
2318.png,894,6,1270,388,face_other_covering
2318.png,50,128,320,420,face_other_covering
2318.png,134,251,324,371,goggles
2318.png,896,129,1093,270,goggles
2318.png,911,0,1273,237,helmet
2318.png,44,121,326,336,helmet
2318.png,946,142,1252,505,scarf_bandana
2200.png,357,0,697,420,face_other_covering
2200.png,362,4,692,407,balaclava_ski_mask
4463.png,366,97,512,288,face_with_mask_incorrect
4463.png,381,197,501,285,mask_colorful
4076.png,471,57,526,139,face_with_mask
4076.png,628,93,694,170,face_with_mask
4076.png,312,48,372,117,face_with_mask
4076.png,635,135,681,166,mask_surgical
4076.png,314,86,356,116,mask_colorful
4076.png,471,90,521,138,mask_colorful
4076.png,470,82,510,100,eyeglasses
4076.png,471,59,526,92,hat
2563.png,66,92,206,263,face_with_mask
2563.png,276,169,406,333,face_with_mask
2563.png,410,142,508,273,face_with_mask
2563.png,263,6,317,71,face_no_mask
2563.png,80,159,200,261,mask_colorful
2563.png,290,223,401,332,mask_surgical
2563.png,415,209,507,272,mask_surgical
3876.png,375,4,742,490,face_with_mask
3876.png,385,205,724,487,mask_surgical
4075.png,228,20,576,448,face_with_mask
4075.png,238,210,495,444,mask_surgical
2709.png,239,143,329,249,face_with_mask
2709.png,238,192,297,247,mask_surgical
3530.png,106,98,549,589,face_with_mask
3530.png,127,307,493,589,mask_colorful
3530.png,110,239,454,348,eyeglasses
4411.png,276,8,439,242,face_with_mask
4411.png,287,109,416,239,mask_surgical
4411.png,154,210,202,256,mask_surgical
4411.png,152,158,243,254,face_with_mask
4950.png,125,145,214,244,face_with_mask
4950.png,125,190,180,239,mask_surgical
5073.jpg,697,87,916,376,face_other_covering
5073.jpg,691,92,912,422,hijab_niqab
4309.png,30,4,484,482,face_with_mask
4309.png,78,275,420,494,mask_surgical
4309.png,30,3,484,159,hat
4781.png,182,314,393,576,face_with_mask
4781.png,377,30,621,390,face_with_mask
4781.png,372,176,625,385,gas_mask
4781.png,183,423,386,574,gas_mask
4781.png,199,316,366,463,hat
4781.png,385,34,617,216,hat
4781.png,387,131,553,235,eyeglasses
4310.png,46,8,420,381,face_with_mask
4310.png,94,129,421,379,mask_surgical
4310.png,0,0,40,36,face_no_mask
3324.png,91,5,612,566,face_with_mask
3324.png,117,178,584,559,mask_colorful
3324.png,59,135,509,321,eyeglasses
3324.png,90,0,610,219,hat
6204.jpg,1853,765,2113,1097,face_no_mask
6204.jpg,658,592,936,948,face_no_mask
6204.jpg,2262,957,2425,1164,face_no_mask
6204.jpg,3136,525,3438,857,face_no_mask
3849.png,269,82,488,334,face_with_mask
3849.png,189,34,574,209,hat
3849.png,297,204,462,331,mask_colorful
2274.png,6,54,238,359,face_other_covering
2274.png,241,78,444,392,face_other_covering
2274.png,4,45,232,423,hijab_niqab
2274.png,234,71,444,423,hijab_niqab
3145.png,314,43,657,486,face_other_covering
3145.png,317,195,657,364,goggles
3145.png,314,45,650,191,helmet
2998.png,248,214,409,428,face_with_mask
2998.png,274,321,398,424,mask_colorful
2998.png,647,330,684,374,face_with_mask
2998.png,642,352,668,373,mask_surgical
5636.jpg,340,3,671,438,face_no_mask
2727.png,229,35,506,352,face_with_mask
2727.png,266,157,485,336,mask_colorful
2727.png,253,117,464,192,eyeglasses
2727.png,230,37,505,198,hat
5050.jpeg,407,258,767,708,face_other_covering
5050.jpeg,409,265,758,701,helmet
5050.jpeg,415,378,752,586,goggles
3323.png,172,8,441,396,face_with_mask
3323.png,226,187,435,387,mask_colorful
4361.png,184,52,455,380,face_with_mask
4361.png,0,148,174,417,face_with_mask
4361.png,1,261,173,413,mask_surgical
4361.png,236,188,448,378,mask_surgical
4361.png,0,219,163,282,eyeglasses
4361.png,203,139,402,276,eyeglasses
3105.png,71,58,404,594,face_with_mask
3105.png,97,304,399,587,mask_colorful
4154.png,141,26,433,415,face_with_mask
4154.png,139,233,426,410,mask_surgical
4135.png,95,87,240,266,face_with_mask
4135.png,105,160,226,259,mask_colorful
4135.png,97,90,240,214,hat
4540.png,296,25,530,511,face_with_mask
4540.png,98,70,291,382,face_with_mask_incorrect
4540.png,117,72,296,236,hat
4540.png,110,265,284,379,mask_surgical
4540.png,307,293,527,505,mask_surgical
4540.png,288,0,529,539,hood
3643.png,843,191,1144,536,face_with_mask
3643.png,3,0,253,348,face_with_mask
3643.png,521,46,743,339,face_no_mask
3643.png,47,118,239,321,mask_colorful
3643.png,878,356,1122,528,mask_colorful
1850.jpg,267,243,494,526,face_with_mask
1850.jpg,4,24,186,338,face_with_mask
1850.jpg,301,359,467,517,mask_colorful
1850.jpg,7,141,151,333,mask_colorful
1850.jpg,283,297,474,385,eyeglasses
1850.jpg,3,98,178,196,sunglasses
1850.jpg,262,144,497,317,hat
5185.jpg,825,98,977,294,face_with_mask
5185.jpg,388,171,539,393,face_with_mask
5185.jpg,388,0,526,182,face_with_mask
5185.jpg,269,7,405,196,face_with_mask
5185.jpg,516,47,596,200,face_with_mask
5185.jpg,847,213,968,294,mask_surgical
5185.jpg,396,301,524,388,mask_surgical
5185.jpg,292,112,395,194,mask_surgical
5185.jpg,390,95,521,178,mask_surgical
5185.jpg,523,120,591,198,mask_surgical
5185.jpg,390,77,515,109,eyeglasses
5185.jpg,852,196,973,227,eyeglasses
3107.png,230,9,543,411,face_with_mask
3107.png,269,177,531,404,mask_colorful
5158.jpg,219,10,562,390,face_with_mask
5158.jpg,246,216,465,386,mask_colorful
